date,product_id,units_sold,lead_time,discount_numeric,Promotion_Flag,seasonality,holiday
,P00005,91,5,0.15,1,All-Season,0
,P00005,434,7,0.15,1,All-Season,0
,P00005,473,3,0,0,All-Season,0
,P00005,16,1,0.1,1,All-Season,0
,P00005,474,1,0.1,1,All-Season,0
,P00005,27,4,0.05,1,All-Season,0
,P00005,496,4,0.1,1,All-Season,0
,P00005,419,3,0.15,1,All-Season,0
,P00005,54,4,0.1,1,All-Season,0
,P00005,362,4,0.05,1,All-Season,0
,P00005,391,4,0.05,1,All-Season,0
,P00005,357,2,0.1,1,All-Season,0
,P00005,427,6,0.15,1,All-Season,0
,P00005,53,5,0.1,1,All-Season,0
,P00005,10,1,0.1,1,All-Season,0
,P00005,205,3,0.1,1,All-Season,0
,P00005,45,1,0.15,1,All-Season,0
,P00005,12,4,0.05,1,All-Season,0
,P00005,194,3,0.1,1,All-Season,0
,P00005,106,2,0,0,All-Season,0
,P00005,21,1,0.15,1,All-Season,0
,P00005,28,5,0.1,1,All-Season,0
,P00005,262,2,0.1,1,All-Season,0
,P00005,98,2,0.1,1,All-Season,0
,P00005,229,1,0.15,1,All-Season,0
,P00005,73,1,0,0,All-Season,0
,P00005,312,5,0,0,All-Season,0
,P00005,30,4,0,0,All-Season,0
,P00005,162,3,0,0,All-Season,0
,P00005,256,3,0.05,1,All-Season,0
,P00005,497,1,0,0,All-Season,0
,P00005,313,3,0.1,1,All-Season,0
,P00005,131,1,0.05,1,All-Season,0
,P00005,44,3,0.1,1,All-Season,0
,P00005,94,3,0.05,1,All-Season,0
,P00005,390,2,0.1,1,All-Season,0
04-01-2024,P00006,480,8,0.15,1,Festive,0
05-01-2024,P00006,353,12,0.05,1,Festive,0
07-01-2024,P00006,140,8,0.15,1,Festive,0
08-01-2024,P00006,294,14,0.15,1,Festive,0
09-01-2024,P00006,142,8,0.05,1,Festive,0
01-02-2024,P00006,43,11,0.15,1,Festive,0
05-02-2024,P00006,213,10,0.05,1,Festive,0
09-02-2024,P00006,218,16,0,0,Festive,0
11-02-2024,P00006,111,9,0.1,1,Festive,0
02-03-2024,P00006,188,9,0.1,1,Festive,0
06-03-2024,P00006,341,17,0.15,1,Festive,0
08-03-2024,P00006,195,5,0.15,1,Festive,1
09-03-2024,P00006,120,9,0.15,1,Festive,0
12-03-2024,P00006,326,10,0.15,1,Festive,0
03-04-2024,P00006,412,12,0.1,1,Festive,0
05-04-2024,P00006,449,9,0.05,1,Festive,0
06-04-2024,P00006,83,13,0,0,Festive,0
08-04-2024,P00006,328,9,0.15,1,Festive,0
09-04-2024,P00006,287,11,0.1,1,Festive,0
03-05-2024,P00006,226,11,0.05,1,Festive,0
01-06-2024,P00006,244,9,0.1,1,Festive,0
05-06-2024,P00006,316,12,0,0,Festive,0
07-06-2024,P00006,94,7,0.15,1,Festive,0
09-06-2024,P00006,221,10,0.05,1,Festive,0
11-06-2024,P00006,466,6,0,0,Festive,0
06-07-2024,P00006,318,12,0.05,1,Festive,0
08-07-2024,P00006,365,11,0.05,1,Festive,0
04-08-2024,P00006,457,8,0.15,1,Festive,0
07-08-2024,P00006,77,6,0.05,1,Festive,0
09-08-2024,P00006,134,9,0,0,Festive,0
04-09-2024,P00006,133,9,0.1,1,Festive,0
10-09-2024,P00006,107,8,0.05,1,Festive,0
01-10-2024,P00006,91,11,0,0,Festive,0
05-10-2024,P00006,233,12,0.1,1,Festive,0
06-10-2024,P00006,256,13,0.1,1,Festive,0
07-10-2024,P00006,353,9,0.15,1,Festive,0
11-10-2024,P00006,230,14,0.1,1,Festive,0
12-10-2024,P00006,228,15,0.05,1,Festive,1
04-11-2024,P00006,350,14,0.05,1,Festive,0
06-11-2024,P00006,299,7,0.15,1,Festive,0
08-11-2024,P00006,411,10,0.05,1,Festive,0
10-11-2024,P00006,137,10,0.1,1,Festive,0
11-11-2024,P00006,225,8,0.1,1,Festive,0
12-11-2024,P00006,105,11,0.1,1,Festive,0
01-12-2024,P00006,274,7,0,0,Festive,0
02-12-2024,P00006,344,12,0.05,1,Festive,0
03-12-2024,P00006,178,15,0.1,1,Festive,0
05-12-2024,P00006,356,16,0.15,1,Festive,0
06-12-2024,P00006,327,5,0.15,1,Festive,0
10-12-2024,P00006,161,15,0.15,1,Festive,0
11-12-2024,P00006,314,10,0.15,1,Festive,0
01-01-2025,P00006,138,13,0.15,1,Festive,0
02-01-2025,P00006,90,8,0,0,Festive,0
03-01-2025,P00006,320,14,0.1,1,Festive,0
06-01-2025,P00006,362,10,0.15,1,Festive,0
08-01-2025,P00006,451,15,0.15,1,Festive,0
09-01-2025,P00006,163,11,0.1,1,Festive,0
05-02-2025,P00006,319,13,0.1,1,Festive,0
06-02-2025,P00006,355,12,0,0,Festive,0
08-02-2025,P00006,124,13,0,0,Festive,0
09-02-2025,P00006,483,8,0.1,1,Festive,0
02-03-2025,P00006,43,13,0.05,1,Festive,0
03-03-2025,P00006,80,16,0.05,1,Festive,0
04-03-2025,P00006,268,11,0.15,1,Festive,0
05-03-2025,P00006,379,9,0.1,1,Festive,0
07-03-2025,P00006,26,13,0.05,1,Festive,0
08-03-2025,P00006,258,15,0.05,1,Festive,0
09-03-2025,P00006,341,11,0.15,1,Festive,0
01-04-2025,P00006,65,12,0.15,1,Festive,0
03-04-2025,P00006,459,8,0.05,1,Festive,0
08-04-2025,P00006,143,8,0,0,Festive,0
06-05-2025,P00006,474,12,0,0,Festive,0
07-05-2025,P00006,150,9,0.15,1,Festive,0
08-05-2025,P00006,183,13,0.1,1,Festive,0
10-05-2025,P00006,80,9,0,0,Festive,0
01-06-2025,P00006,52,8,0.15,1,Festive,0
04-06-2025,P00006,316,13,0,0,Festive,0
05-06-2025,P00006,154,10,0,0,Festive,0
08-06-2025,P00006,319,12,0.05,1,Festive,0
03-07-2025,P00006,428,6,0.15,1,Festive,0
06-07-2025,P00006,29,8,0.05,1,Festive,1
07-07-2025,P00006,253,11,0,0,Festive,0
09-07-2025,P00006,187,6,0,0,Festive,0
03-08-2025,P00006,210,8,0.05,1,Festive,0
05-08-2025,P00006,36,10,0.05,1,Festive,0
06-08-2025,P00006,180,12,0.15,1,Festive,0
07-08-2025,P00006,323,10,0.05,1,Festive,0
08-08-2025,P00006,323,16,0,0,Festive,0
01-09-2025,P00006,38,9,0.05,1,Festive,0
02-09-2025,P00006,353,14,0.15,1,Festive,0
07-09-2025,P00006,34,14,0.15,1,Festive,0
08-09-2025,P00006,162,9,0,0,Festive,0
10-09-2025,P00006,69,10,0.05,1,Festive,0
02-10-2025,P00006,151,12,0.1,1,Festive,1
05-10-2025,P00006,271,7,0.05,1,Festive,0
06-10-2025,P00006,172,6,0.1,1,Festive,0
01-11-2025,P00006,473,13,0.1,1,Festive,0
02-11-2025,P00006,254,8,0.1,1,Festive,0
05-11-2025,P00006,463,11,0.1,1,Festive,1
07-11-2025,P00006,192,7,0.1,1,Festive,0
08-11-2025,P00006,59,11,0,0,Festive,0
09-11-2025,P00006,146,13,0.05,1,Festive,0
02-12-2025,P00006,338,12,0.05,1,Festive,0
03-12-2025,P00006,486,12,0.1,1,Festive,0
06-12-2025,P00006,130,10,0,0,Festive,0
09-12-2025,P00006,460,16,0.05,1,Festive,0
,P00006,360,14,0,0,Festive,0
,P00006,286,9,0.05,1,Festive,0
,P00006,61,11,0.15,1,Festive,0
,P00006,54,9,0.1,1,Festive,0
,P00006,193,15,0.15,1,Festive,0
,P00006,435,15,0.1,1,Festive,0
,P00006,469,11,0.15,1,Festive,0
,P00006,96,10,0.05,1,Festive,0
,P00006,276,11,0,0,Festive,0
,P00006,197,9,0.15,1,Festive,0
,P00006,102,9,0.1,1,Festive,0
,P00006,419,13,0.05,1,Festive,0
,P00006,298,10,0,0,Festive,0
,P00006,466,12,0.05,1,Festive,0
,P00006,190,11,0.1,1,Festive,0
,P00006,156,8,0.05,1,Festive,0
,P00006,82,10,0.05,1,Festive,0
,P00006,17,13,0.05,1,Festive,0
,P00006,248,12,0,0,Festive,0
,P00006,193,12,0.1,1,Festive,0
,P00006,236,11,0.15,1,Festive,0
,P00006,351,12,0.15,1,Festive,0
,P00006,61,7,0.05,1,Festive,0
,P00006,324,12,0.15,1,Festive,0
,P00006,270,12,0,0,Festive,0
,P00006,203,16,0.1,1,Festive,0
,P00006,469,11,0.1,1,Festive,0
,P00006,420,8,0.1,1,Festive,0
,P00006,11,8,0.15,1,Festive,0
,P00006,90,12,0.15,1,Festive,0
,P00006,385,7,0.1,1,Festive,0
,P00006,271,12,0.1,1,Festive,0
,P00006,210,7,0.05,1,Festive,0
,P00006,112,14,0,0,Festive,0
,P00006,86,8,0,0,Festive,0
,P00006,174,8,0,0,Festive,0
,P00006,111,9,0.15,1,Festive,0
,P00006,185,13,0.1,1,Festive,0
,P00006,89,11,0,0,Festive,0
,P00006,443,10,0.05,1,Festive,0
,P00006,334,14,0.1,1,Festive,0
,P00006,321,11,0.15,1,Festive,0
,P00006,492,12,0.1,1,Festive,0
,P00006,438,8,0.05,1,Festive,0
,P00006,68,8,0,0,Festive,0
,P00006,206,5,0.15,1,Festive,0
,P00006,242,16,0.1,1,Festive,0
,P00006,408,7,0.15,1,Festive,0
,P00006,100,7,0.1,1,Festive,0
,P00006,68,16,0.15,1,Festive,0
,P00006,450,14,0.1,1,Festive,0
,P00006,360,8,0.15,1,Festive,0
,P00006,93,10,0.15,1,Festive,0
,P00006,29,12,0.1,1,Festive,0
,P00006,320,5,0.15,1,Festive,0
,P00006,212,14,0.15,1,Festive,0
,P00006,169,7,0.1,1,Festive,0
,P00006,266,15,0.1,1,Festive,0
,P00006,33,17,0.05,1,Festive,0
,P00006,400,7,0.1,1,Festive,0
,P00006,369,15,0,0,Festive,0
,P00006,291,14,0.05,1,Festive,0
,P00006,403,13,0.1,1,Festive,0
,P00006,283,14,0.05,1,Festive,0
,P00006,482,7,0,0,Festive,0
,P00006,493,17,0.15,1,Festive,0
,P00006,214,8,0.15,1,Festive,0
,P00006,16,12,0.15,1,Festive,0
,P00006,345,14,0.1,1,Festive,0
,P00006,452,16,0.1,1,Festive,0
,P00006,260,9,0.15,1,Festive,0
,P00006,307,8,0,0,Festive,0
,P00006,226,10,0.05,1,Festive,0
,P00006,371,14,0.15,1,Festive,0
,P00006,453,13,0.1,1,Festive,0
,P00006,237,13,0.1,1,Festive,0
,P00006,424,11,0.1,1,Festive,0
,P00006,323,13,0,0,Festive,0
,P00006,256,14,0.05,1,Festive,0
,P00006,460,10,0.05,1,Festive,0
,P00006,146,14,0,0,Festive,0
,P00006,428,10,0.1,1,Festive,0
,P00006,218,10,0.05,1,Festive,0
,P00006,209,9,0,0,Festive,0
,P00006,303,10,0,0,Festive,0
,P00006,306,14,0,0,Festive,0
,P00006,461,9,0.05,1,Festive,0
,P00006,477,11,0,0,Festive,0
,P00006,209,12,0.15,1,Festive,0
,P00006,109,13,0.05,1,Festive,0
,P00006,415,7,0.15,1,Festive,0
,P00006,486,9,0.1,1,Festive,0
,P00006,144,13,0.15,1,Festive,0
,P00006,66,11,0.05,1,Festive,0
,P00006,305,8,0.15,1,Festive,0
,P00006,171,11,0,0,Festive,0
,P00006,422,11,0.15,1,Festive,0
,P00006,89,10,0.05,1,Festive,0
,P00006,250,9,0.1,1,Festive,0
,P00006,306,6,0,0,Festive,0
,P00006,445,6,0,0,Festive,0
,P00006,268,7,0,0,Festive,0
,P00006,499,14,0.15,1,Festive,0
,P00006,391,10,0.1,1,Festive,0
,P00006,412,15,0.05,1,Festive,0
,P00006,317,12,0.15,1,Festive,0
,P00006,421,13,0.1,1,Festive,0
,P00006,116,9,0.05,1,Festive,0
,P00006,360,9,0,0,Festive,0
,P00006,26,15,0.15,1,Festive,0
,P00006,219,7,0.1,1,Festive,0
,P00006,329,13,0.05,1,Festive,0
,P00006,185,12,0.1,1,Festive,0
,P00006,46,9,0.15,1,Festive,0
,P00006,471,7,0.15,1,Festive,0
,P00006,52,11,0,0,Festive,0
,P00006,109,9,0.1,1,Festive,0
,P00006,59,7,0,0,Festive,0
,P00006,355,16,0,0,Festive,0
,P00006,138,15,0,0,Festive,0
,P00006,395,15,0.1,1,Festive,0
,P00006,347,14,0.05,1,Festive,0
,P00006,163,16,0,0,Festive,0
,P00006,345,16,0.05,1,Festive,0
,P00006,375,12,0.05,1,Festive,0
,P00006,442,13,0.05,1,Festive,0
,P00006,306,9,0.15,1,Festive,0
,P00006,476,8,0.05,1,Festive,0
,P00006,203,14,0,0,Festive,0
,P00006,337,14,0.05,1,Festive,0
,P00006,166,9,0.1,1,Festive,0
,P00006,214,12,0.1,1,Festive,0
,P00006,429,13,0.15,1,Festive,0
,P00006,279,12,0.1,1,Festive,0
,P00006,378,9,0.1,1,Festive,0
,P00006,251,7,0.05,1,Festive,0
,P00006,389,12,0.05,1,Festive,0
,P00006,153,14,0.15,1,Festive,0
,P00006,166,12,0,0,Festive,0
,P00006,337,7,0.05,1,Festive,0
,P00006,314,12,0.1,1,Festive,0
,P00006,327,10,0.1,1,Festive,0
,P00006,258,10,0,0,Festive,0
,P00006,287,12,0.1,1,Festive,0
,P00006,205,12,0.15,1,Festive,0
,P00006,224,14,0,0,Festive,0
,P00006,60,15,0,0,Festive,0
,P00006,63,9,0.15,1,Festive,0
,P00006,252,14,0,0,Festive,0
,P00006,407,13,0.1,1,Festive,0
,P00006,416,11,0.1,1,Festive,0
,P00006,332,9,0.05,1,Festive,0
,P00006,127,11,0.05,1,Festive,0
,P00006,160,12,0.05,1,Festive,0
,P00006,18,16,0.1,1,Festive,0
,P00006,493,9,0.05,1,Festive,0
05-01-2024,P00007,403,5,0.1,1,Summer,0
06-01-2024,P00007,58,3,0.15,1,Summer,0
12-01-2024,P00007,483,5,0.05,1,Summer,0
01-02-2024,P00007,318,2,0.15,1,Summer,0
02-02-2024,P00007,61,2,0.1,1,Summer,0
04-02-2024,P00007,185,6,0.05,1,Summer,0
06-02-2024,P00007,63,2,0.1,1,Summer,0
08-02-2024,P00007,14,3,0,0,Summer,0
09-02-2024,P00007,109,4,0.05,1,Summer,0
12-02-2024,P00007,381,2,0,0,Summer,0
01-03-2024,P00007,127,1,0.15,1,Summer,0
04-03-2024,P00007,172,2,0.15,1,Summer,0
07-03-2024,P00007,448,1,0,0,Summer,0
08-03-2024,P00007,124,3,0,0,Summer,1
09-03-2024,P00007,204,3,0,0,Summer,0
10-03-2024,P00007,43,7,0.1,1,Summer,0
01-04-2024,P00007,44,3,0.05,1,Summer,0
06-04-2024,P00007,272,1,0,0,Summer,0
08-04-2024,P00007,121,2,0.15,1,Summer,0
09-04-2024,P00007,50,1,0.1,1,Summer,0
11-04-2024,P00007,422,6,0,0,Summer,1
02-05-2024,P00007,357,1,0.05,1,Summer,0
03-05-2024,P00007,385,5,0.05,1,Summer,0
04-05-2024,P00007,88,2,0.05,1,Summer,0
08-05-2024,P00007,11,4,0,0,Summer,0
09-05-2024,P00007,219,3,0,0,Summer,0
12-05-2024,P00007,317,4,0,0,Summer,0
07-06-2024,P00007,412,3,0.05,1,Summer,0
08-06-2024,P00007,149,2,0.15,1,Summer,0
09-06-2024,P00007,372,2,0.15,1,Summer,0
12-06-2024,P00007,97,3,0.05,1,Summer,0
03-07-2024,P00007,319,3,0.05,1,Summer,0
09-07-2024,P00007,379,2,0.05,1,Summer,0
10-07-2024,P00007,355,4,0,0,Summer,0
09-08-2024,P00007,347,2,0.1,1,Summer,0
11-08-2024,P00007,431,4,0.15,1,Summer,0
02-09-2024,P00007,436,5,0.05,1,Summer,0
05-09-2024,P00007,426,4,0,0,Summer,0
06-09-2024,P00007,44,1,0.1,1,Summer,0
08-09-2024,P00007,442,6,0.15,1,Summer,0
09-09-2024,P00007,14,2,0.05,1,Summer,0
10-09-2024,P00007,60,2,0.1,1,Summer,0
08-10-2024,P00007,90,4,0.1,1,Summer,0
11-10-2024,P00007,129,2,0,0,Summer,0
02-11-2024,P00007,54,2,0.05,1,Summer,0
04-11-2024,P00007,389,7,0.1,1,Summer,0
05-11-2024,P00007,136,4,0,0,Summer,0
06-11-2024,P00007,357,3,0,0,Summer,0
07-11-2024,P00007,151,4,0.15,1,Summer,0
09-11-2024,P00007,244,5,0.1,1,Summer,0
10-11-2024,P00007,48,6,0,0,Summer,0
04-12-2024,P00007,60,4,0,0,Summer,0
05-12-2024,P00007,418,5,0.05,1,Summer,0
06-12-2024,P00007,87,1,0,0,Summer,0
08-12-2024,P00007,252,1,0.05,1,Summer,0
09-12-2024,P00007,324,4,0.1,1,Summer,0
12-12-2024,P00007,104,6,0.05,1,Summer,0
01-01-2025,P00007,169,6,0.15,1,Summer,0
02-01-2025,P00007,374,3,0,0,Summer,0
07-01-2025,P00007,393,3,0.15,1,Summer,0
02-02-2025,P00007,113,1,0.1,1,Summer,0
08-02-2025,P00007,289,2,0.15,1,Summer,0
01-03-2025,P00007,320,4,0.15,1,Summer,0
04-03-2025,P00007,155,4,0,0,Summer,0
08-03-2025,P00007,456,3,0.1,1,Summer,0
10-03-2025,P00007,329,2,0.1,1,Summer,0
02-04-2025,P00007,78,5,0.1,1,Summer,0
03-04-2025,P00007,488,3,0.1,1,Summer,0
07-04-2025,P00007,462,4,0.15,1,Summer,0
08-04-2025,P00007,370,2,0,0,Summer,0
10-04-2025,P00007,71,4,0.15,1,Summer,1
02-05-2025,P00007,420,2,0.05,1,Summer,0
05-05-2025,P00007,150,4,0.1,1,Summer,0
07-05-2025,P00007,391,6,0,0,Summer,0
09-05-2025,P00007,406,5,0,0,Summer,0
10-05-2025,P00007,213,5,0.05,1,Summer,0
01-06-2025,P00007,333,2,0.15,1,Summer,0
02-06-2025,P00007,342,6,0,0,Summer,0
06-06-2025,P00007,412,4,0.1,1,Summer,0
07-06-2025,P00007,204,5,0.1,1,Summer,1
08-06-2025,P00007,55,3,0,0,Summer,0
10-06-2025,P00007,225,5,0,0,Summer,0
02-07-2025,P00007,48,3,0.1,1,Summer,0
03-07-2025,P00007,209,7,0.05,1,Summer,0
05-07-2025,P00007,171,4,0.05,1,Summer,0
06-07-2025,P00007,350,6,0,0,Summer,1
07-07-2025,P00007,52,4,0,0,Summer,0
10-07-2025,P00007,42,5,0.05,1,Summer,0
02-08-2025,P00007,185,4,0,0,Summer,0
07-08-2025,P00007,330,1,0.05,1,Summer,0
04-09-2025,P00007,415,5,0.15,1,Summer,0
05-09-2025,P00007,94,1,0.05,1,Summer,1
01-10-2025,P00007,125,4,0.05,1,Summer,0
02-10-2025,P00007,178,5,0.1,1,Summer,1
04-10-2025,P00007,353,1,0.1,1,Summer,0
05-10-2025,P00007,232,4,0.1,1,Summer,0
09-10-2025,P00007,363,3,0,0,Summer,0
02-11-2025,P00007,329,3,0,0,Summer,0
03-11-2025,P00007,54,4,0.1,1,Summer,0
04-11-2025,P00007,184,4,0,0,Summer,0
06-11-2025,P00007,452,1,0,0,Summer,0
07-11-2025,P00007,50,2,0.15,1,Summer,0
08-11-2025,P00007,172,3,0.05,1,Summer,0
10-11-2025,P00007,39,7,0.15,1,Summer,0
01-12-2025,P00007,328,5,0.1,1,Summer,0
05-12-2025,P00007,236,3,0,0,Summer,0
08-12-2025,P00007,312,3,0.1,1,Summer,0
,P00007,36,1,0,0,Summer,0
,P00007,153,4,0,0,Summer,0
,P00007,223,1,0.1,1,Summer,0
,P00007,316,3,0.1,1,Summer,0
,P00007,195,4,0.1,1,Summer,0
,P00007,269,4,0.15,1,Summer,0
,P00007,35,4,0,0,Summer,0
,P00007,176,3,0.1,1,Summer,0
,P00007,221,3,0,0,Summer,0
,P00007,410,4,0,0,Summer,0
,P00007,351,4,0,0,Summer,0
,P00007,458,1,0.15,1,Summer,0
,P00007,55,5,0.1,1,Summer,0
,P00007,369,3,0.15,1,Summer,0
,P00007,145,6,0.05,1,Summer,0
,P00007,148,4,0.1,1,Summer,0
,P00007,293,2,0.15,1,Summer,0
,P00007,87,4,0,0,Summer,0
,P00007,410,6,0.1,1,Summer,0
,P00007,484,3,0.1,1,Summer,0
,P00007,26,1,0.1,1,Summer,0
,P00007,242,4,0.05,1,Summer,0
,P00007,320,3,0.15,1,Summer,0
,P00007,460,3,0.15,1,Summer,0
,P00007,359,2,0.05,1,Summer,0
,P00007,433,5,0,0,Summer,0
,P00007,401,1,0.15,1,Summer,0
,P00007,288,7,0.05,1,Summer,0
,P00007,255,4,0.15,1,Summer,0
,P00007,418,7,0,0,Summer,0
,P00007,428,1,0.05,1,Summer,0
,P00007,78,2,0,0,Summer,0
,P00007,76,2,0.15,1,Summer,0
,P00007,197,3,0,0,Summer,0
,P00007,260,2,0.1,1,Summer,0
,P00007,233,2,0.15,1,Summer,0
,P00007,384,1,0,0,Summer,0
,P00007,99,1,0.1,1,Summer,0
,P00007,13,4,0,0,Summer,0
,P00007,157,4,0.05,1,Summer,0
,P00007,399,1,0.05,1,Summer,0
,P00007,174,3,0.15,1,Summer,0
,P00007,256,6,0,0,Summer,0
,P00007,304,2,0.15,1,Summer,0
,P00007,224,1,0,0,Summer,0
,P00007,459,4,0.05,1,Summer,0
,P00007,362,5,0.1,1,Summer,0
,P00007,51,2,0.1,1,Summer,0
,P00007,102,1,0.05,1,Summer,0
,P00007,69,6,0,0,Summer,0
,P00007,437,4,0.1,1,Summer,0
,P00007,321,3,0.05,1,Summer,0
,P00007,260,3,0,0,Summer,0
,P00007,492,2,0,0,Summer,0
,P00007,406,6,0,0,Summer,0
,P00007,174,1,0.1,1,Summer,0
,P00007,23,7,0.15,1,Summer,0
,P00007,43,3,0.15,1,Summer,0
,P00007,249,7,0,0,Summer,0
,P00007,193,5,0,0,Summer,0
,P00007,88,3,0.15,1,Summer,0
,P00007,89,1,0,0,Summer,0
,P00007,288,3,0.1,1,Summer,0
,P00007,281,4,0.05,1,Summer,0
,P00007,373,4,0.15,1,Summer,0
,P00007,58,1,0.1,1,Summer,0
,P00007,109,2,0.05,1,Summer,0
,P00007,487,4,0.05,1,Summer,0
,P00007,118,6,0.1,1,Summer,0
,P00007,53,6,0,0,Summer,0
,P00007,412,5,0.1,1,Summer,0
,P00007,175,3,0.1,1,Summer,0
,P00007,300,6,0,0,Summer,0
,P00007,259,3,0.1,1,Summer,0
,P00007,318,2,0.05,1,Summer,0
,P00007,202,3,0.05,1,Summer,0
,P00007,127,1,0.1,1,Summer,0
,P00007,77,7,0.05,1,Summer,0
,P00007,119,6,0.05,1,Summer,0
,P00007,42,5,0.1,1,Summer,0
,P00007,457,2,0.15,1,Summer,0
,P00007,87,5,0.15,1,Summer,0
,P00007,276,7,0.05,1,Summer,0
,P00007,22,4,0,0,Summer,0
,P00007,12,3,0,0,Summer,0
,P00007,323,6,0.1,1,Summer,0
,P00007,163,3,0.1,1,Summer,0
,P00007,193,4,0.15,1,Summer,0
,P00007,429,7,0.05,1,Summer,0
,P00007,396,6,0.15,1,Summer,0
,P00007,77,6,0.15,1,Summer,0
,P00007,229,5,0.1,1,Summer,0
,P00007,240,3,0.1,1,Summer,0
,P00007,373,5,0.05,1,Summer,0
,P00007,98,1,0.1,1,Summer,0
,P00007,375,5,0.05,1,Summer,0
,P00007,332,3,0.05,1,Summer,0
,P00007,69,3,0.15,1,Summer,0
,P00007,119,1,0,0,Summer,0
,P00007,373,3,0.05,1,Summer,0
,P00007,137,7,0.1,1,Summer,0
,P00007,360,3,0.15,1,Summer,0
,P00007,117,3,0,0,Summer,0
,P00007,338,2,0,0,Summer,0
,P00007,39,3,0.05,1,Summer,0
,P00007,438,5,0.15,1,Summer,0
,P00007,221,5,0.15,1,Summer,0
,P00007,349,1,0.1,1,Summer,0
,P00007,308,7,0,0,Summer,0
,P00007,240,3,0.15,1,Summer,0
,P00007,178,2,0,0,Summer,0
,P00007,135,2,0.1,1,Summer,0
,P00007,264,4,0.1,1,Summer,0
,P00007,489,4,0.15,1,Summer,0
,P00007,242,4,0,0,Summer,0
,P00007,439,4,0.05,1,Summer,0
,P00007,61,1,0.1,1,Summer,0
,P00007,307,4,0.05,1,Summer,0
,P00007,146,6,0.05,1,Summer,0
,P00007,231,4,0.15,1,Summer,0
,P00007,117,4,0.15,1,Summer,0
,P00007,95,4,0.05,1,Summer,0
,P00007,43,4,0,0,Summer,0
,P00007,99,5,0.15,1,Summer,0
,P00007,178,4,0.1,1,Summer,0
,P00007,316,1,0.1,1,Summer,0
,P00007,495,4,0.05,1,Summer,0
,P00007,236,4,0.05,1,Summer,0
,P00007,18,3,0,0,Summer,0
,P00007,121,1,0.15,1,Summer,0
,P00007,415,4,0,0,Summer,0
,P00007,413,4,0.15,1,Summer,0
,P00007,30,5,0.15,1,Summer,0
,P00007,255,5,0.05,1,Summer,0
,P00007,247,4,0.1,1,Summer,0
,P00007,100,2,0,0,Summer,0
,P00007,353,6,0.05,1,Summer,0
,P00007,121,4,0.15,1,Summer,0
,P00007,301,1,0,0,Summer,0
,P00007,105,7,0,0,Summer,0
,P00007,16,1,0.15,1,Summer,0
,P00007,406,5,0.15,1,Summer,0
,P00007,339,1,0,0,Summer,0
,P00007,71,6,0.1,1,Summer,0
,P00007,98,6,0.1,1,Summer,0
,P00007,135,5,0,0,Summer,0
,P00007,46,5,0,0,Summer,0
,P00007,31,3,0.15,1,Summer,0
,P00007,324,1,0.1,1,Summer,0
,P00007,256,4,0,0,Summer,0
02-01-2024,P00008,344,6,0.15,1,All-Season,0
05-01-2024,P00008,294,2,0.1,1,All-Season,0
06-01-2024,P00008,414,5,0.15,1,All-Season,0
09-01-2024,P00008,248,6,0.05,1,All-Season,0
02-02-2024,P00008,372,4,0.1,1,All-Season,0
03-02-2024,P00008,229,7,0,0,All-Season,0
07-02-2024,P00008,283,3,0.15,1,All-Season,0
10-02-2024,P00008,471,7,0,0,All-Season,0
11-02-2024,P00008,98,3,0.05,1,All-Season,0
02-03-2024,P00008,209,6,0.1,1,All-Season,0
05-03-2024,P00008,398,4,0.05,1,All-Season,0
08-03-2024,P00008,384,5,0.1,1,All-Season,1
10-03-2024,P00008,286,3,0.1,1,All-Season,0
12-03-2024,P00008,275,3,0,0,All-Season,0
01-04-2024,P00008,450,6,0.05,1,All-Season,0
03-04-2024,P00008,387,2,0.1,1,All-Season,0
07-04-2024,P00008,301,3,0.05,1,All-Season,0
08-04-2024,P00008,75,4,0,0,All-Season,0
10-04-2024,P00008,437,4,0.1,1,All-Season,0
06-05-2024,P00008,184,3,0.05,1,All-Season,0
08-05-2024,P00008,238,2,0,0,All-Season,0
09-05-2024,P00008,359,6,0.15,1,All-Season,0
10-05-2024,P00008,16,3,0.1,1,All-Season,0
02-06-2024,P00008,228,1,0.1,1,All-Season,0
03-06-2024,P00008,202,3,0.05,1,All-Season,0
04-06-2024,P00008,52,3,0.1,1,All-Season,0
05-06-2024,P00008,110,3,0.15,1,All-Season,0
07-06-2024,P00008,480,1,0,0,All-Season,0
08-06-2024,P00008,193,2,0.1,1,All-Season,0
11-06-2024,P00008,154,2,0.15,1,All-Season,0
01-07-2024,P00008,454,4,0.05,1,All-Season,0
02-07-2024,P00008,94,4,0.1,1,All-Season,0
06-07-2024,P00008,390,7,0.1,1,All-Season,0
10-07-2024,P00008,35,2,0.05,1,All-Season,0
03-08-2024,P00008,332,2,0.15,1,All-Season,0
04-08-2024,P00008,244,1,0,0,All-Season,0
07-08-2024,P00008,286,4,0,0,All-Season,0
12-08-2024,P00008,363,2,0,0,All-Season,0
02-09-2024,P00008,60,3,0.15,1,All-Season,0
11-09-2024,P00008,195,4,0.15,1,All-Season,0
03-10-2024,P00008,144,6,0.05,1,All-Season,0
05-10-2024,P00008,181,4,0,0,All-Season,0
06-10-2024,P00008,123,2,0.05,1,All-Season,0
07-10-2024,P00008,282,2,0.1,1,All-Season,0
09-10-2024,P00008,335,3,0.05,1,All-Season,0
01-11-2024,P00008,19,5,0,0,All-Season,0
